City_ID,City,Country,lat,lng,Max Temp,% Humidity,% Cloudiness,Wind Speed (mph),Weather Description
348,Pueblo,US,38.2545,-104.6091,74.16,15,0,14.97,clear sky
349,Tuatapere,NZ,-46.1333,167.6833,61.39,63,19,8.1,few clouds
350,Mahanoro,MG,-19.9,48.8,71.01,89,12,8.28,few clouds
351,Cartagena,CO,10.3997,-75.5144,82.02,78,0,6.91,clear sky
352,Kasangulu,CD,-4.5911,15.1708,72.48,97,100,1.81,overcast clouds
353,Ayia Marina,GR,37.75,23.5333,60.33,56,27,20.36,scattered clouds
354,Mount Vernon,US,40.9126,-73.8371,49.62,56,75,16.11,broken clouds
355,Kaeo,NZ,-35.1,173.7833,72.21,68,100,4.94,overcast clouds
356,Mehamn,NO,71.0357,27.8492,27.21,77,100,17.43,light snow
357,Gushikawa,JP,26.3544,127.8686,62.6,90,100,8.05,light rain
358,Bonthe,SL,7.5264,-12.505,77.86,87,100,1.1,overcast clouds
359,Torbay,CA,47.6666,-52.7314,35.76,87,75,21.85,broken clouds
360,Santa Cruz,BO,-17.8,-63.1667,71.06,68,40,5.75,scattered clouds
361,Port Hueneme,US,34.1478,-119.1951,64.06,73,100,8.05,overcast clouds
362,Piranshahr,IR,36.701,45.1413,50.23,39,0,5.35,clear sky
363,Mochudi,BW,-24.4167,26.15,68.59,43,98,6.8,overcast clouds
364,Henniker,US,43.1798,-71.8223,42.4,60,6,3.94,clear sky
365,Hall,US,34.3168,-83.7832,58.89,45,0,0.0,clear sky
366,Mae Sai,TH,20.4335,99.8762,66.49,61,6,3.06,clear sky
367,Lac-Megantic,CA,45.5834,-70.8823,31.55,89,97,6.67,overcast clouds
368,Kruisfontein,ZA,-34.0033,24.7314,60.89,94,100,8.66,light rain
369,Misratah,LY,32.3754,15.0925,60.28,78,79,12.44,broken clouds
370,Phan Thiet,VN,10.9333,108.1,81.61,68,57,2.73,broken clouds
371,Bystrice,CZ,49.6366,18.7204,33.49,94,100,7.56,light snow
372,Manggar,ID,-2.8833,108.2667,83.07,68,66,2.57,broken clouds
373,Devonport,AU,-41.1667,146.35,58.08,87,100,10.18,overcast clouds
374,Severo-Kurilsk,RU,50.6789,156.125,30.02,70,100,27.13,overcast clouds
375,Gat,IL,31.61,34.7642,72.39,46,100,4.12,overcast clouds
376,Rock Sound,BS,24.9,-76.2,77.13,81,8,9.93,clear sky
377,Omaruru,NA,-21.4333,15.9333,65.59,64,0,1.97,clear sky
378,Joshimath,IN,30.5667,79.5667,52.57,42,0,7.43,clear sky
379,Launceston,AU,-41.45,147.1667,57.79,82,100,20.71,light intensity shower rain
380,Yarmouth,US,41.7057,-70.2286,45.0,69,0,8.05,clear sky
381,Labuhan,ID,-6.8844,112.2051,81.79,76,75,4.27,broken clouds
382,Pasighat,IN,28.0667,95.3333,70.84,88,100,1.3,overcast clouds
383,Agadir,MA,30.4202,-9.5982,63.05,86,100,5.57,overcast clouds
384,Kununurra,AU,-15.7667,128.7333,84.18,58,43,4.61,scattered clouds
385,Noshiro,JP,40.2039,140.0242,40.03,45,0,2.86,clear sky
386,Redlands,US,34.0556,-117.1825,74.19,61,82,1.01,broken clouds
387,Dunedin,NZ,-45.8742,170.5036,63.52,61,92,6.04,overcast clouds
388,Keflavik,IS,64.0049,-22.5624,45.03,100,100,11.5,moderate rain
389,Oktyabrskiy,RU,54.4815,53.471,37.11,87,100,7.45,overcast clouds
390,Progreso,MX,21.2833,-89.6667,84.31,86,80,13.76,broken clouds
391,Kingisepp,RU,59.3733,28.6134,19.45,96,14,2.1,few clouds
392,Nyuzen,JP,36.9333,137.5,52.47,64,64,8.01,broken clouds
393,High Level,CA,58.5169,-117.136,19.51,58,75,4.61,broken clouds
394,Kemijarvi,FI,66.7131,27.4306,16.57,97,98,4.5,overcast clouds
395,Broome,US,42.2506,-75.833,41.54,60,0,3.44,clear sky
396,Ayagoz,KZ,47.9714,80.4392,32.36,77,28,3.51,scattered clouds
397,Noumea,NC,-22.2763,166.4572,89.58,99,94,16.6,overcast clouds
398,Pacifica,US,37.6138,-122.4869,76.59,63,75,21.85,haze
399,Christchurch,NZ,-43.5333,172.6333,70.41,75,12,8.05,few clouds
400,Caiaponia,BR,-16.9567,-51.8103,70.07,81,8,3.76,clear sky
401,Pevek,RU,69.7008,170.3133,-0.74,88,100,1.5,overcast clouds
402,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,81,0,5.99,clear sky
403,San Pedro,PH,14.35,121.0167,84.31,64,40,4.61,scattered clouds
404,Flin Flon,CA,54.7682,-101.865,25.57,89,100,3.44,overcast clouds
405,Xining,CN,36.6167,101.7667,41.7,33,100,2.98,overcast clouds
406,Esil,KZ,51.9556,66.4042,35.51,86,100,9.89,overcast clouds
407,Usinsk,RU,65.9939,57.5281,-5.03,100,65,4.74,broken clouds
408,Russell,US,32.3502,-85.1999,65.43,72,0,0.0,clear sky
409,Syasstroy,RU,60.1367,32.5691,15.58,97,35,4.29,scattered clouds
410,Taoudenni,ML,22.6783,-3.9836,81.25,11,0,6.67,clear sky
411,Clearlake,US,38.9582,-122.6264,75.99,20,93,3.11,overcast clouds
412,Nelson Bay,AU,-32.7167,152.15,72.0,70,100,13.69,overcast clouds
413,Sibu,MY,2.3,111.8167,75.51,88,40,5.01,scattered clouds
414,Surt,LY,31.2089,16.5887,65.25,52,15,8.32,few clouds
415,Kailua,US,21.4022,-157.7394,85.98,77,9,7.0,clear sky
416,Batetskiy,RU,58.6461,30.3027,22.15,91,12,5.41,few clouds
417,Dubti,ET,11.7361,41.0853,81.05,47,3,8.72,clear sky
418,Katsuura,JP,35.1333,140.3,53.91,75,100,13.78,overcast clouds
419,Baoshan,CN,46.5586,131.4244,50.97,33,0,17.92,clear sky
420,Doctor Arroyo,MX,23.6667,-100.1833,71.29,39,48,6.38,scattered clouds
421,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,85,43,6.73,scattered clouds
422,Kavaratti,IN,10.5669,72.642,82.13,71,2,2.89,clear sky
423,Banepa,NP,27.6298,85.5214,64.72,94,75,2.3,mist
424,Port-Gentil,GA,-0.7193,8.7815,77.81,81,94,5.59,overcast clouds
425,Lamu,KE,-2.2717,40.902,82.62,81,100,9.37,overcast clouds
426,Svetlogorsk,BY,52.6333,29.7333,30.4,97,100,10.74,light snow
427,Matay,EG,28.419,30.7792,72.55,22,100,12.06,overcast clouds
428,Juegang,CN,32.3174,121.1855,53.91,52,0,5.41,clear sky
429,Clinton,US,42.587,-82.9199,43.21,69,100,10.36,overcast clouds
430,Munteni Buzau,RO,44.6333,26.9833,49.3,56,98,14.79,overcast clouds
431,Sorkjosen,NO,69.8,20.9333,26.6,93,100,6.91,overcast clouds
432,Sinjai,ID,-5.1241,120.253,82.08,74,100,1.12,overcast clouds
433,Kuusamo,FI,65.9667,29.1833,23.04,86,100,6.91,overcast clouds
434,Iwanai,JP,42.9744,140.5089,44.2,64,44,11.81,scattered clouds
435,Semnan,IR,35.5729,53.3971,61.25,25,2,3.71,clear sky
436,Boa Vista,BR,2.8197,-60.6733,87.78,51,40,6.91,scattered clouds
437,Coquimbo,CL,-29.9533,-71.3436,60.71,82,0,3.98,clear sky
438,Nantucket,US,41.2835,-70.0995,46.45,71,0,14.97,clear sky
439,Wukari,NG,7.85,9.7833,81.66,63,99,13.02,overcast clouds
440,Hit,IQ,33.6416,42.8251,70.68,19,85,3.24,overcast clouds
441,Kurumkan,RU,54.3,110.3,34.16,73,64,10.25,broken clouds
442,Dingle,PH,10.9995,122.6711,82.44,71,99,13.53,overcast clouds
443,Zhigansk,RU,66.7697,123.3711,10.69,96,99,7.7,overcast clouds
444,Mayo,US,38.8876,-76.5119,51.26,65,0,8.99,clear sky
445,Trairi,BR,-3.2778,-39.2689,74.71,90,100,5.39,overcast clouds
446,Egvekinot,RU,66.3167,-179.1667,-2.49,81,9,14.81,clear sky
447,Boguchar,RU,49.9358,40.545,52.63,79,100,17.31,overcast clouds
448,Aykhal,RU,66.0,111.5,10.18,92,100,7.83,light snow
449,Narsaq,GL,60.9167,-46.05,37.62,96,100,1.95,overcast clouds
450,Seybaplaya,MX,19.65,-90.6667,85.46,80,100,12.97,overcast clouds
451,Aranos,NA,-24.1333,19.1167,70.16,21,2,7.45,clear sky
452,Kargil,IN,34.5667,76.1,23.94,69,100,2.55,overcast clouds
453,Hilsa,IN,25.3167,85.2833,75.13,80,0,5.35,clear sky
454,Awjilah,LY,29.1081,21.2869,73.58,13,100,7.76,overcast clouds
455,Kajaani,FI,64.2273,27.7285,26.65,93,75,5.75,broken clouds
456,Yumbe,UG,3.4651,31.2469,67.64,75,73,3.13,broken clouds
457,Itarema,BR,-2.9248,-39.9167,74.8,90,89,8.3,overcast clouds
458,Tornio,FI,65.8481,24.1466,5.02,93,18,4.92,few clouds
459,Gurupa,BR,-1.405,-51.64,73.9,98,98,3.09,overcast clouds
460,Bahia Blanca,AR,-38.7196,-62.2724,65.88,44,0,17.74,clear sky
461,Banda Aceh,ID,5.5577,95.3222,80.06,79,100,3.56,overcast clouds
462,Ingham,US,42.6,-84.3833,39.11,83,100,3.44,moderate rain
463,Balikpapan,ID,-1.2675,116.8289,76.19,100,20,5.75,moderate rain
464,Puerto Madryn,AR,-42.7692,-65.0385,69.78,48,100,29.68,overcast clouds
465,Basoko,CD,1.2391,23.616,70.5,95,100,1.34,overcast clouds
466,Harper,LR,4.375,-7.7169,78.67,87,100,8.77,light rain
467,Quirinopolis,BR,-18.4483,-50.4517,73.08,75,7,3.53,clear sky
468,Mvomero,TZ,-6.25,38.6667,72.79,97,90,3.56,overcast clouds
469,Shiraz,IR,29.6036,52.5388,51.24,32,0,4.61,clear sky
470,Praia,CV,14.9215,-23.5087,68.54,77,20,12.66,few clouds
471,Owando,CG,-0.4819,15.8999,72.3,86,100,2.33,overcast clouds
472,Dawlatabad,AF,36.4141,64.9053,57.43,33,0,5.1,clear sky
473,Amparo,BR,-22.7011,-46.7644,68.92,87,77,11.86,broken clouds
474,Taksimo,RU,56.3444,114.8794,32.14,57,12,14.65,few clouds
475,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.68,76,0,11.63,clear sky
476,Shizunai,JP,42.3339,142.3669,40.28,71,14,9.06,few clouds
477,Ashikaga,JP,36.3333,139.45,51.93,57,100,2.01,overcast clouds
478,Alexandria,EG,31.2156,29.9553,60.76,88,0,4.61,clear sky
479,Linxia,CN,35.6003,103.2064,47.52,30,100,1.19,overcast clouds
480,Kijabe,KE,-0.933,36.5758,58.41,88,82,4.0,broken clouds
481,Tumalaytay,PH,12.2758,123.232,84.87,55,100,12.03,overcast clouds
482,Nishihara,JP,26.1842,127.7558,62.65,91,100,8.05,light rain
483,Lubango,AO,-14.9172,13.4925,59.85,97,100,4.29,light rain
484,Wad Rawah,SD,15.1603,33.1397,87.04,18,7,10.47,clear sky
485,Xai-Xai,MZ,-25.0519,33.6442,73.92,81,20,9.71,few clouds
486,North Bend,US,43.4065,-124.2243,59.23,80,0,19.57,clear sky
487,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,71.2,96,95,4.09,overcast clouds
488,Mokhsogollokh,RU,61.4681,128.9203,21.78,88,100,2.44,overcast clouds
489,Denpasar,ID,-8.65,115.2167,82.06,83,20,3.44,few clouds
490,Aland,IN,17.5667,76.5667,83.32,39,14,5.91,few clouds
491,Beloha,MG,-25.1667,45.05,70.12,60,0,3.96,clear sky
492,Komatipoort,ZA,-25.4332,31.9548,72.05,92,67,1.23,broken clouds
493,Tashtyp,RU,52.7939,89.8983,36.34,98,100,4.36,light rain
494,Funtua,NG,11.5233,7.3081,76.6,10,100,5.66,overcast clouds
495,Lasa,IT,46.6166,10.7002,31.08,94,96,5.68,overcast clouds
496,Mandalgovi,MN,45.7625,106.2708,41.63,18,21,9.06,few clouds
497,Longyearbyen,SJ,78.2186,15.6401,3.04,72,20,10.36,few clouds
498,Kamaishi,JP,39.2667,141.8833,47.25,61,5,7.72,clear sky
499,Galesong,ID,-5.3166,119.3661,80.62,74,83,3.8,broken clouds
500,Bilibino,RU,68.0546,166.4372,14.61,71,100,1.45,overcast clouds
501,Bubaque,GW,11.2833,-15.8333,74.37,70,91,16.89,overcast clouds
502,La Ronge,CA,55.1001,-105.2842,37.62,44,75,8.05,broken clouds
503,Kamenka,RU,51.3223,42.7678,50.14,78,20,20.4,few clouds
504,Skjervoy,NO,70.0311,20.9714,26.6,75,31,11.39,scattered clouds
505,Yumen,CN,40.2833,97.2,49.59,13,1,17.47,clear sky
506,Kahta,TR,37.7855,38.6237,60.17,65,99,3.4,overcast clouds
507,Uribia,CO,11.7139,-72.266,80.87,68,9,15.55,clear sky
508,Ridgecrest,US,35.6225,-117.6709,84.06,15,0,5.75,clear sky
509,Aras,ES,42.5617,-2.356,34.21,87,75,6.91,light snow
510,Jieshi,CN,22.8134,115.8257,58.95,69,100,11.54,overcast clouds
511,Atbasar,KZ,51.8,68.3333,33.87,86,100,8.48,overcast clouds
512,Archidona,ES,37.0965,-4.3887,44.42,65,100,3.85,overcast clouds
513,Naryan-Mar,RU,67.6713,53.087,-1.82,100,100,6.11,overcast clouds
514,La Paz,BO,-16.5,-68.15,48.18,93,75,10.36,thunderstorm with light rain
515,Pitimbu,BR,-7.4706,-34.8086,79.39,81,68,9.08,broken clouds
516,Betioky,MG,-23.7167,44.3833,65.93,83,0,0.87,clear sky
517,Aksu,CN,41.1231,80.2644,53.19,28,100,5.55,overcast clouds
518,Decatur,US,39.8403,-88.9548,44.65,70,75,14.97,broken clouds
519,Barranca,PE,-10.75,-77.7667,68.77,84,94,7.61,overcast clouds
520,Fort Nelson,CA,58.8053,-122.7002,27.99,54,20,6.91,few clouds
521,Priargunsk,RU,50.3691,119.1012,47.08,28,100,12.28,overcast clouds
522,Hirara,JP,24.8,125.2833,64.26,94,75,21.85,light intensity shower rain
523,Sjenica,RS,43.2731,19.9994,30.94,95,100,2.89,light snow
524,Berlevag,NO,70.8578,29.0864,19.2,82,100,21.45,light snow
525,Mumford,GH,5.2618,-0.759,80.98,86,100,8.99,light rain
526,Vallenar,CL,-28.5708,-70.7581,63.3,63,0,2.71,clear sky
527,Kaohsiung,TW,22.6163,120.3133,60.75,91,100,9.22,overcast clouds
528,Swan Hill,AU,-35.3378,143.5544,58.78,76,100,2.21,overcast clouds
529,Hobyo,SO,5.3505,48.5268,80.28,75,18,9.44,few clouds
530,Jati,PK,24.3539,68.2671,75.96,53,0,8.3,clear sky
531,Macae,BR,-22.3708,-41.7869,74.95,100,100,2.3,light rain
532,Comiso,IT,36.9513,14.6102,44.42,81,85,3.44,overcast clouds
533,San Jeronimo,PE,-11.9472,-75.2829,51.84,84,100,2.51,light rain
534,Ndele,CF,8.4109,20.6473,79.27,40,47,4.76,scattered clouds
535,Emba,KZ,48.8264,58.1442,40.32,80,100,9.08,overcast clouds
536,Shar,KZ,49.5886,81.0453,26.15,97,60,5.57,broken clouds
537,Cockburn Town,TC,21.4612,-71.1419,76.96,73,40,17.27,scattered clouds
538,Mahibadhoo,MV,3.7833,72.9667,82.72,69,2,4.47,clear sky
539,Shaowu,CN,27.3409,117.4831,58.68,60,0,1.19,clear sky
540,Yaan,NG,7.3833,8.5667,81.32,64,55,10.67,broken clouds
541,Dali,CN,25.7,100.1833,46.06,79,84,2.89,broken clouds
542,Tukrah,LY,32.5341,20.5791,62.87,39,0,6.13,clear sky
543,Vila Velha,BR,-20.3297,-40.2925,80.55,89,75,4.61,broken clouds
544,Baykit,RU,61.67,96.37,12.85,94,91,3.4,overcast clouds
545,Chapleau,CA,47.8405,-83.4034,32.09,100,100,3.44,overcast clouds
546,Paka,MY,4.6374,103.4368,76.98,94,40,0.0,moderate rain
547,Socorro,US,31.6546,-106.3033,82.26,9,0,10.36,clear sky
548,Turukhansk,RU,65.8167,87.9833,3.15,100,100,4.05,overcast clouds
549,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,31,0,17.27,clear sky
550,Ixtapa,MX,20.7,-105.2,74.43,73,0,11.5,clear sky
551,Skovorodino,RU,53.9833,123.9167,39.43,67,100,9.51,overcast clouds
552,Asbe Teferi,ET,9.0833,40.8667,63.82,68,100,3.96,overcast clouds
553,Tonota,BW,-21.4833,27.4833,67.71,53,100,7.45,overcast clouds
554,Yairipok,IN,24.6667,94.0667,67.86,83,28,1.88,scattered clouds
555,Amalapuram,IN,16.5833,82.0167,78.75,84,91,2.55,overcast clouds
556,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.99,97,34,1.57,scattered clouds
557,Rio Tinto,PT,41.1826,-8.5581,49.1,49,0,7.0,clear sky
558,Camabatela,AO,-8.1881,15.375,63.01,100,100,4.25,light rain
559,Moorhead,US,46.8739,-96.7676,36.99,73,100,10.36,overcast clouds
560,Mao,ES,39.8885,4.2658,43.36,81,20,14.97,few clouds
561,Pangnirtung,CA,66.1451,-65.7125,15.58,85,96,6.06,overcast clouds
562,Ewa Beach,US,21.3156,-158.0072,85.95,56,40,18.41,scattered clouds
563,Almaznyy,RU,48.0448,40.045,47.77,80,1,17.96,clear sky
564,Parit Buntar,MY,5.1267,100.4932,77.0,83,35,1.7,scattered clouds
565,Pedernales,DO,18.0384,-71.744,78.64,70,22,6.35,few clouds
566,Fare,PF,-16.7,-151.0167,82.29,75,81,7.63,broken clouds
567,Bristol,US,41.8334,-71.1662,46.47,51,0,0.0,clear sky
568,Brae,GB,60.3964,-1.353,40.39,89,100,15.32,overcast clouds
569,Bereda,ES,43.2686,-7.5406,28.15,100,18,2.51,few clouds
570,Sagua La Grande,CU,22.8067,-80.0756,81.59,76,63,7.45,moderate rain
571,Nema,RU,57.5067,50.5011,33.08,98,100,11.27,overcast clouds
572,Trapani,IT,37.8333,12.6667,51.24,71,20,10.36,few clouds
573,Varzea Da Palma,BR,-17.5981,-44.7308,72.25,50,11,2.37,few clouds
574,Kirakira,SB,-10.4544,161.9205,83.62,75,51,6.96,broken clouds
575,Monroe,US,43.1501,-77.6831,38.28,64,100,8.05,overcast clouds
576,Jalu,LY,29.0331,21.5482,73.85,14,100,7.43,overcast clouds
577,Hovd,MN,48.0056,91.6419,37.27,20,5,6.93,clear sky
578,Oriximina,BR,-1.7656,-55.8661,75.43,95,96,3.56,overcast clouds
579,Chapais,CA,49.7834,-74.8492,33.58,98,100,4.12,overcast clouds
580,Tatawin,TN,32.9297,10.4518,53.8,81,65,6.71,broken clouds
581,Zhicheng,CN,30.2956,111.5047,61.43,70,0,3.51,clear sky
582,Kimbe,PG,-5.5502,150.1429,75.6,92,100,1.95,overcast clouds
583,Daru,PG,-9.0763,143.2092,85.01,64,61,2.57,broken clouds
584,Atar,MR,20.5169,-13.0499,72.34,19,0,4.92,clear sky
585,Hofn,IS,64.2539,-15.2082,41.04,84,100,5.08,heavy intensity rain
586,Hami,CN,42.8,93.45,51.91,21,47,7.94,scattered clouds
587,Mahon,ES,39.8885,4.2658,43.36,81,20,14.97,few clouds
588,Pemangkat,ID,1.1667,108.9667,80.31,81,30,3.13,scattered clouds
589,Ranong,TH,9.9658,98.6348,73.33,84,98,8.75,overcast clouds
590,Canutama,BR,-6.5339,-64.3831,68.81,100,100,1.92,overcast clouds
591,Alugan,PH,12.2188,125.4808,81.01,78,94,11.36,overcast clouds
592,Imbituba,BR,-28.24,-48.6703,70.83,79,51,8.52,broken clouds
593,Dawei,MM,14.0833,98.2,75.96,56,23,10.45,few clouds
594,Engels,RU,51.5,46.1167,48.47,86,12,3.0,few clouds
595,Alofi,NU,-19.0595,-169.9187,84.09,79,81,11.5,broken clouds
596,Toro,CO,4.6117,-76.0814,79.88,97,54,3.65,broken clouds
597,Ulaangom,MN,49.9811,92.0667,18.54,85,100,1.63,overcast clouds
598,Vaitape,PF,-16.5167,-151.75,82.33,70,11,5.32,few clouds
599,Mbekenyera,TZ,-10.0,38.9833,68.74,97,11,2.37,few clouds
600,Espana,PH,12.3841,122.499,81.05,72,73,11.5,broken clouds
601,Spanish Town,JM,17.9911,-76.9574,82.02,76,20,20.71,few clouds
602,Panguna,PG,-6.3164,155.4848,79.16,73,39,2.15,light rain
603,Ust-Maya,RU,60.4167,134.5333,22.3,78,100,6.64,overcast clouds
604,Novospasskoye,RU,53.1468,47.7514,50.07,88,100,16.46,overcast clouds
605,Anadyr,RU,64.75,177.4833,14.5,78,0,6.71,clear sky
606,Krasnoarmeysk,RU,51.0239,45.6969,50.88,76,0,18.12,clear sky
607,Prieska,ZA,-29.6641,22.7474,64.29,83,3,5.08,clear sky
608,Mizan Teferi,ET,6.9833,35.5833,62.38,81,19,3.51,light rain
609,Yantongshan,CN,43.2919,126.0094,49.64,32,17,14.65,few clouds
610,Krasnyy Chikoy,RU,50.3643,108.7512,37.22,60,58,1.14,broken clouds
611,Cayhagan,PH,9.6697,122.4256,83.14,66,99,5.95,light rain
612,Baghdad,IQ,33.3406,44.4009,62.51,34,1,1.14,clear sky
613,Maues,BR,-3.3836,-57.7186,74.19,99,100,3.2,moderate rain
614,Ryotsu,JP,38.0833,138.4333,47.25,57,2,4.56,clear sky
615,Briancon,FR,44.9,6.65,13.55,94,97,3.27,overcast clouds
616,Sinnamary,GF,5.3833,-52.95,78.08,87,96,12.82,overcast clouds
617,Bichura,RU,50.5881,107.6022,41.97,49,61,3.27,broken clouds
618,Khandbari,NP,27.3747,87.2039,67.69,83,75,1.07,broken clouds
619,Eugene,US,44.0521,-123.0867,59.81,55,40,8.01,scattered clouds
620,Dinanagar,IN,32.15,75.4667,68.56,21,0,5.21,clear sky
621,Clyde River,CA,70.4692,-68.5914,10.63,92,100,6.91,heavy snow
622,Hambantota,LK,6.1241,81.1185,75.54,100,20,2.3,few clouds
623,Nizhnyaya Omka,RU,55.4338,74.9426,32.83,100,100,8.68,snow
624,Saint-Jovite,CA,46.1186,-74.5966,32.94,92,100,1.61,overcast clouds
625,Mana,GF,5.6592,-53.7767,78.04,87,100,11.16,overcast clouds
626,Ardahan,TR,41.1087,42.7022,24.26,74,12,2.86,few clouds
627,Saravena,CO,6.9538,-71.8752,80.62,61,97,3.11,overcast clouds
628,Matagami,CA,49.7502,-77.6328,32.11,69,100,3.44,overcast clouds
629,Baloda,IN,22.15,82.4833,74.61,15,4,6.76,clear sky
630,Mingaora,PK,34.7758,72.3625,61.54,28,3,7.16,clear sky
631,Akureyri,IS,65.6835,-18.0878,35.53,100,100,3.44,drizzle
632,Sangar,RU,63.9242,127.4739,19.78,85,100,0.74,overcast clouds
633,Batagay,RU,67.6333,134.6333,7.11,85,65,0.34,broken clouds
634,Callaguip,PH,18.0714,120.4867,80.62,74,40,13.8,scattered clouds
635,Belaya Gora,RU,68.5333,146.4167,2.55,87,96,3.33,overcast clouds
636,Ler,SS,8.3018,30.1418,86.45,41,97,4.36,overcast clouds
637,Krasnokholmskiy,RU,55.9873,55.0466,34.95,100,100,8.81,overcast clouds
638,Korla,CN,41.7597,86.1469,54.05,31,38,5.64,scattered clouds
639,Chernyshevskiy,RU,63.0128,112.4714,7.38,91,86,7.47,overcast clouds
640,Kapuskasing,CA,49.4169,-82.4331,37.49,75,100,8.05,overcast clouds
641,Valuyki,RU,50.2035,38.1067,44.19,84,89,15.75,overcast clouds
642,Moroni,KM,-11.7022,43.2551,78.57,80,8,1.34,clear sky
643,Lompoc,US,34.6391,-120.4579,60.57,79,100,8.99,overcast clouds
644,Turkmenabat,TM,39.0733,63.5786,51.78,62,0,6.91,clear sky
645,Siuna,NI,13.7332,-84.7773,76.26,69,17,4.63,few clouds
646,Grand Gaube,MU,-20.0064,57.6608,75.6,90,100,8.99,light rain
647,Tautira,PF,-17.7333,-149.15,81.88,79,99,10.76,light rain
648,Puerto Escondido,MX,15.85,-97.0667,79.52,63,77,6.04,broken clouds
649,Zhangye,CN,38.9342,100.4517,50.02,16,49,4.27,scattered clouds
650,Hendek,TR,40.7994,30.7481,54.1,51,6,7.7,clear sky
651,Mantua,IT,45.1667,10.7833,45.64,86,53,3.0,broken clouds
652,Kuching,MY,1.55,110.3333,79.02,89,20,1.14,few clouds
653,Tepalcingo,MX,18.6,-98.85,82.74,19,13,3.02,few clouds
654,Oranjestad,AW,12.524,-70.027,80.55,78,20,20.71,few clouds
655,Vyartsilya,RU,62.1764,30.693,18.46,88,84,4.45,broken clouds
656,Machilipatnam,IN,16.1667,81.1333,80.29,80,100,6.85,overcast clouds
657,Muna,MX,20.4833,-89.7167,81.27,65,100,8.08,overcast clouds
658,Kangaatsiaq,GL,68.3065,-53.4641,14.81,97,100,5.14,overcast clouds
659,Waipawa,NZ,-41.4122,175.5153,64.76,71,6,3.6,clear sky
