City_ID,City,Country,Date,lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Vedea,RO,2022-04-02 20:06:02,43.7833,25.7833,50.81,83,100,9.17
293,Rypefjord,NO,2022-04-02 20:06:02,70.6333,23.6667,18.07,73,57,2.3
294,Sioux Lookout,CA,2022-04-02 20:04:40,50.1001,-91.917,34.47,85,100,8.72
295,Zeya,RU,2022-04-02 20:06:03,53.75,127.2667,21.27,97,100,3.29
296,Ingham,US,2022-04-02 20:06:03,42.6,-84.3833,44.22,55,100,10.36
297,Norman Wells,CA,2022-04-02 20:06:04,65.282,-126.8329,-0.92,87,100,2.04
298,Nalut,LY,2022-04-02 20:06:04,30.3333,10.85,71.02,16,0,11.1
299,Muravlenko,RU,2022-04-02 20:06:04,63.7898,74.523,5.81,98,76,8.97
300,Broome,US,2022-04-02 20:06:05,42.2506,-75.833,48.7,50,0,5.01
301,Bukachacha,RU,2022-04-02 20:06:05,52.9833,116.9167,26.67,92,100,3.31
302,Dingle,PH,2022-04-02 20:06:05,10.9995,122.6711,75.16,85,100,6.91
303,Torbay,CA,2022-04-02 20:03:18,47.6666,-52.7314,40.57,90,100,8.01
304,Touros,BR,2022-04-02 20:06:06,-5.1989,-35.4608,81.28,78,91,12.03
305,Ahuimanu,US,2022-04-02 20:06:06,21.4447,-157.8378,80.31,62,40,17.27
306,Geraldton,AU,2022-04-02 20:06:07,-28.7667,114.6,73.81,94,75,6.91
307,Vestmannaeyjar,IS,2022-04-02 20:06:07,63.4427,-20.2734,45.16,97,100,19.35
308,Sinnamary,GF,2022-04-02 20:06:07,5.3833,-52.95,78.82,85,95,14.61
309,Salta,AR,2022-04-02 20:06:08,-24.7859,-65.4117,66.58,48,0,8.99
310,Destin,US,2022-04-02 20:06:08,30.3935,-86.4958,70.99,63,0,5.75
311,Kidal,ML,2022-04-02 20:06:08,18.4411,1.4078,90.03,4,0,4.14
312,Evensk,RU,2022-04-02 20:06:09,61.95,159.2333,16.25,80,100,10.29
313,Arecibo,PR,2022-04-02 20:03:57,18.4724,-66.7157,84.29,76,85,5.01
314,Hirara,JP,2022-04-02 20:06:09,24.8,125.2833,65.84,86,100,30.29
315,Williamsburg,US,2022-04-02 20:02:11,37.2707,-76.7075,62.91,42,0,10.36
316,Powell,US,2022-04-02 20:05:07,40.1578,-83.0752,50.68,48,0,5.75
317,Gwadar,PK,2022-04-02 20:07:10,25.1216,62.3254,79.16,60,28,2.62
318,Sotnikovo,RU,2022-04-02 20:07:10,51.8845,107.4791,33.89,60,81,4.47
319,Aguimes,ES,2022-04-02 20:07:11,27.9054,-15.4461,63.23,59,75,2.3
320,Beloha,MG,2022-04-02 20:07:11,-25.1667,45.05,71.83,65,0,4.36
321,Warangal,IN,2022-04-02 20:07:11,18.0,79.5833,82.2,43,39,10.63
322,Dwarka,IN,2022-04-02 20:07:12,22.2394,68.9678,78.42,75,0,8.37
323,Corrente,BR,2022-04-02 20:07:12,-3.7367,-43.3394,81.59,81,77,2.93
324,Mount Gambier,AU,2022-04-02 20:07:13,-37.8333,140.7667,52.77,93,83,4.56
325,Askiz,RU,2022-04-02 20:07:13,53.1319,90.5264,38.39,93,100,11.48
326,Fukue,JP,2022-04-02 20:07:13,32.6881,128.8419,53.15,58,100,17.43
327,Ancud,CL,2022-04-02 20:07:14,-41.8697,-73.8203,50.23,60,71,16.73
328,Mayumba,GA,2022-04-02 20:07:14,-3.432,10.6554,78.01,89,100,7.38
329,Socorro,US,2022-04-02 20:07:14,31.6546,-106.3033,81.37,12,0,8.05
330,Benidorm,ES,2022-04-02 20:07:15,38.5382,-0.131,53.78,50,8,4.0
331,Envira,BR,2022-04-02 20:07:15,-7.3,-70.2167,78.93,66,87,3.02
332,Port Lincoln,AU,2022-04-02 20:07:15,-34.7333,135.8667,59.52,81,34,7.47
333,Svetlaya,RU,2022-04-02 20:07:16,46.5389,138.3297,34.07,72,100,8.48
334,Siukh,RU,2022-04-02 20:07:16,42.5999,46.5446,42.31,58,5,8.55
335,Gat,IL,2022-04-02 20:07:05,31.61,34.7642,71.4,40,100,2.24
336,Nouadhibou,MR,2022-04-02 20:07:17,20.931,-17.0347,63.77,86,54,20.67
337,Trois-Rivieres,CA,2022-04-02 20:04:47,46.3501,-72.5491,39.9,53,71,10.65
338,Mayor Pablo Lagerenza,PY,2022-04-02 20:07:17,-19.9309,-60.7718,86.11,36,15,6.8
339,Margate,GB,2022-04-02 20:07:18,51.3813,1.3862,40.69,58,6,5.99
340,Ishigaki,JP,2022-04-02 20:07:18,24.3448,124.1572,62.73,100,100,13.8
341,Daru,PG,2022-04-02 20:07:18,-9.0763,143.2092,77.14,83,100,2.3
342,Frasinet,RO,2022-04-02 20:07:19,44.3167,26.8,54.68,75,100,10.96
343,Buchanan,LR,2022-04-02 20:05:21,5.8808,-10.0467,76.86,88,100,6.85
344,Klaksvik,FO,2022-04-02 20:07:20,62.2266,-6.589,43.72,86,100,19.44
345,Clyde River,CA,2022-04-02 20:07:20,70.4692,-68.5914,14.45,91,100,6.35
346,Loding,NO,2022-04-02 20:07:20,67.3,14.75,31.91,73,75,10.36
347,Acapulco,MX,2022-04-02 20:05:23,16.8634,-99.8901,84.02,65,0,11.5
348,Sebastian,US,2022-04-02 20:07:21,35.1668,-94.2669,69.08,56,0,4.97
349,Iberia,US,2022-04-02 20:07:21,29.9502,-91.7507,81.05,41,100,6.91
350,Half Moon Bay,US,2022-04-02 20:07:22,37.4636,-122.4286,77.54,57,40,3.44
351,Aban,RU,2022-04-02 20:07:22,56.67,96.06,23.85,91,98,9.78
352,Denpasar,ID,2022-04-02 20:07:22,-8.65,115.2167,78.46,94,40,4.61
353,Camacha,PT,2022-04-02 20:07:23,33.0833,-16.3333,58.42,77,20,10.36
354,Asau,RO,2022-04-02 20:07:23,46.4333,26.4,47.95,83,99,0.56
355,Tevriz,RU,2022-04-02 20:07:23,57.509,72.4042,27.3,97,100,6.29
356,Kenai,US,2022-04-02 20:07:24,60.5544,-151.2583,42.89,61,0,8.05
357,Bogovarovo,RU,2022-04-02 20:07:24,58.9785,47.0246,28.53,96,100,10.33
358,Sao Filipe,CV,2022-04-02 20:07:24,14.8961,-24.4956,71.56,79,12,9.86
359,Arganil,PT,2022-04-02 20:07:25,40.2183,-8.054,49.89,54,16,4.41
360,Bardiyah,LY,2022-04-02 20:08:25,31.7561,25.0865,66.45,49,100,7.78
361,Lincoln,US,2022-04-02 20:05:37,40.8,-96.667,61.34,33,0,8.05
362,Nguru,NG,2022-04-02 20:08:26,12.8791,10.4526,90.21,8,56,4.36
363,Zaoyang,CN,2022-04-02 20:08:26,32.1272,112.7542,50.9,65,0,8.57
364,Billings,US,2022-04-02 20:03:51,45.7833,-108.5007,62.29,28,20,3.44
365,La Palma,US,2022-04-02 20:08:27,33.8464,-118.0467,68.77,70,100,3.0
366,Lavrentiya,RU,2022-04-02 20:08:27,65.5833,-171.0,7.5,75,1,12.28
367,Am Timan,TD,2022-04-02 20:08:28,11.0297,20.2827,92.28,12,56,2.53
368,Miri,MY,2022-04-02 20:08:28,4.4148,114.0089,75.79,93,66,3.58
369,Svecha,RU,2022-04-02 20:08:28,58.2785,47.5164,29.64,97,100,13.58
370,Rodrigues Alves,BR,2022-04-02 20:08:29,-7.738,-72.6509,81.59,60,84,0.87
371,Kavieng,PG,2022-04-02 20:08:29,-2.5744,150.7967,76.66,91,100,4.79
372,Braintree,GB,2022-04-02 20:08:29,51.8782,0.5529,39.51,44,6,6.67
373,Novikovo,RU,2022-04-02 20:08:30,51.1537,37.8879,52.23,83,61,19.08
374,Guasdualito,VE,2022-04-02 20:08:30,7.2424,-70.7324,95.07,35,70,4.32
375,Biograd Na Moru,HR,2022-04-02 20:08:30,43.9433,15.4519,49.75,69,64,3.71
376,Flinders,AU,2022-04-02 20:08:31,-34.5833,150.8552,63.18,78,92,7.0
377,Chabahar,IR,2022-04-02 20:08:31,25.2919,60.643,80.64,46,14,5.39
378,Knysna,ZA,2022-04-02 20:08:31,-34.0363,23.0471,60.53,92,72,3.8
379,Poum,NC,2022-04-02 20:08:31,-20.2333,164.0167,81.48,82,100,7.78
380,Ciudad Bolivar,VE,2022-04-02 20:08:32,8.1222,-63.5497,98.6,24,12,8.79
381,Shenjiamen,CN,2022-04-02 20:08:32,29.9576,122.298,48.69,63,100,11.34
382,San Vicente,AR,2022-04-02 20:08:33,-26.6167,-54.1333,74.03,61,88,1.79
383,Tattayyangarpettai,IN,2022-04-02 20:08:33,11.1333,78.45,79.95,73,12,4.68
384,Ponta Do Sol,PT,2022-04-02 20:08:33,32.6667,-17.1,63.23,82,100,7.45
385,Mareeba,AU,2022-04-02 20:08:34,-17.0,145.4333,68.72,98,62,1.9
386,Ambanja,MG,2022-04-02 20:08:34,-13.6833,48.45,73.99,94,12,3.44
387,Itarema,BR,2022-04-02 20:08:34,-2.9248,-39.9167,77.41,87,69,12.03
388,Ambovombe,MG,2022-04-02 20:08:35,-25.1667,46.0833,71.94,78,0,4.63
389,Vilyuysk,RU,2022-04-02 20:08:35,63.7553,121.6247,-6.74,100,88,2.35
390,Port-Gentil,GA,2022-04-02 20:08:35,-0.7193,8.7815,80.2,75,89,5.59
391,Berlevag,NO,2022-04-02 20:08:36,70.8578,29.0864,21.0,90,100,16.6
392,Vammala,FI,2022-04-02 20:08:36,61.3333,22.9,29.1,81,45,7.11
393,Fortuna,US,2022-04-02 20:08:36,40.5982,-124.1573,61.86,56,0,13.8
394,Rorvik,NO,2022-04-02 20:08:37,64.8621,11.2373,36.14,70,100,19.55
395,Saint-Pierre,RE,2022-04-02 20:08:37,-21.3393,55.4781,76.68,86,75,4.61
396,Faya,SA,2022-04-02 20:08:37,18.3851,42.4509,63.12,22,0,6.78
397,Labuhan,ID,2022-04-02 20:08:38,-6.8844,112.2051,78.31,82,100,6.8
398,Macaubas,BR,2022-04-02 20:08:38,-13.0194,-42.6986,86.9,32,52,7.92
399,Arvika,SE,2022-04-02 20:08:38,59.6553,12.5852,32.61,64,71,4.25
400,Atocha,BO,2022-04-02 20:08:39,-20.9333,-66.2333,59.31,20,2,22.66
401,Anloga,GH,2022-04-02 20:08:39,5.7947,0.8973,83.25,80,93,9.24
402,Marzuq,YE,2022-04-02 20:08:39,14.4,46.4667,70.45,36,1,5.7
403,Cravo Norte,CO,2022-04-02 20:08:40,6.3017,-70.2041,93.78,35,100,4.12
404,Sidi Ali,DZ,2022-04-02 20:08:40,36.0998,0.4206,48.43,53,97,8.86
405,Nome,US,2022-04-02 20:07:20,64.5011,-165.4064,19.47,42,0,8.05
406,Pisco,PE,2022-04-02 20:04:57,-13.7,-76.2167,73.45,68,0,23.02
407,Capao Bonito,BR,2022-04-02 20:08:40,-24.0058,-48.3494,61.99,95,100,8.9
408,Kundiawa,PG,2022-04-02 20:09:41,-6.0167,144.9667,60.93,99,100,0.6
409,Aklavik,CA,2022-04-02 20:09:41,68.2191,-135.0107,-11.42,89,96,2.98
410,Aykhal,RU,2022-04-02 20:09:42,66.0,111.5,8.78,95,100,9.69
411,Kazanka,UA,2022-04-02 20:09:42,47.8462,32.8218,51.06,85,86,7.27
412,Ambilobe,MG,2022-04-02 20:09:42,-13.2,49.05,73.06,95,1,1.88
413,De Land,US,2022-04-02 20:09:43,29.0283,-81.3031,67.14,94,100,11.5
414,Puerto Escondido,MX,2022-04-02 20:09:43,15.85,-97.0667,86.83,70,0,9.22
415,Malindi,KE,2022-04-02 20:09:43,-3.2175,40.1191,80.92,78,100,9.01
416,Yelniki,RU,2022-04-02 20:09:44,54.6207,43.876,40.21,100,100,10.11
417,Polyarnyy,RU,2022-04-02 20:09:44,69.1989,33.4478,19.35,93,83,8.46
418,Nizhniy Odes,RU,2022-04-02 20:09:44,63.6445,54.856,5.31,97,16,3.2
419,Vila Velha,BR,2022-04-02 20:09:45,-20.3297,-40.2925,84.15,77,20,12.66
420,Bluefield,US,2022-04-02 20:05:00,37.2698,-81.2223,63.36,15,0,13.8
421,Viedma,AR,2022-04-02 20:09:45,-40.8135,-62.9967,81.12,17,7,24.96
422,Verkhnevilyuysk,RU,2022-04-02 20:09:46,63.4453,120.3167,-8.88,100,96,2.26
423,Murindo,CO,2022-04-02 20:09:46,6.9848,-76.7544,89.26,60,52,3.42
424,Cam Ranh,VN,2022-04-02 20:09:46,11.9214,109.1591,78.76,65,40,16.11
425,Zhangjiakou,CN,2022-04-02 20:09:47,40.81,114.8794,42.08,32,100,1.1
426,Coquimbo,CL,2022-04-02 20:09:47,-29.9533,-71.3436,62.33,72,20,9.22
427,Coihaique,CL,2022-04-02 20:08:07,-45.5752,-72.0662,49.95,62,75,8.05
428,Zhuzhou,CN,2022-04-02 20:09:47,27.8333,113.15,52.93,83,2,1.5
429,Eyl,SO,2022-04-02 20:09:48,7.9803,49.8164,79.16,78,65,9.24
430,Fairbanks,US,2022-04-02 20:09:48,64.8378,-147.7164,19.24,54,100,4.61
431,Basoko,CD,2022-04-02 20:09:48,1.2391,23.616,70.65,96,100,6.96
432,Zhigansk,RU,2022-04-02 20:09:49,66.7697,123.3711,-2.47,100,100,4.52
433,Alofi,NU,2022-04-02 20:09:49,-19.0595,-169.9187,82.29,83,75,9.22
434,Red Bluff,US,2022-04-02 20:09:49,40.1785,-122.2358,77.68,15,0,20.71
435,Purpe,RU,2022-04-02 20:09:50,64.4803,76.6897,-1.39,100,87,6.2
436,Pecos,US,2022-04-02 20:09:50,31.4229,-103.4932,78.89,11,0,11.5
437,Srednekolymsk,RU,2022-04-02 20:09:50,67.45,153.6833,-15.95,100,85,3.83
438,Itacurubi De La Cordillera,PY,2022-04-02 20:09:51,-25.45,-56.85,75.09,75,98,4.63
439,Awjilah,LY,2022-04-02 20:09:51,29.1081,21.2869,77.63,11,100,6.46
440,Barra Patuca,HN,2022-04-02 20:09:52,15.8,-84.2833,85.06,60,5,12.03
441,Mugango,TZ,2022-04-02 20:09:52,-1.6833,33.7,68.56,85,100,10.89
442,Auckland,NZ,2022-04-02 20:05:17,-36.8667,174.7667,65.71,95,100,2.3
443,Lagoa Vermelha,BR,2022-04-02 20:09:52,-28.2086,-51.5258,66.02,74,70,7.67
444,Balabac,PH,2022-04-02 20:09:53,7.9868,117.0645,80.89,77,100,5.91
445,Dhemaji,IN,2022-04-02 20:09:53,27.4833,94.5833,71.01,79,100,0.85
446,Bensonville,LR,2022-04-02 20:09:18,6.4461,-10.6125,80.15,93,100,4.61
447,Aksu,CN,2022-04-02 20:09:53,41.1231,80.2644,54.66,28,100,1.68
448,Talnakh,RU,2022-04-02 20:09:54,69.4865,88.3972,4.21,97,100,4.68
449,Pochutla,MX,2022-04-02 20:09:54,15.7432,-96.4661,91.81,28,5,9.6
450,Taoudenni,ML,2022-04-02 20:09:54,22.6783,-3.9836,87.6,8,0,7.36
451,Teluknaga,ID,2022-04-02 20:09:55,-6.0989,106.6381,84.61,88,20,6.91
452,Faanui,PF,2022-04-02 20:09:55,-16.4833,-151.75,81.45,77,53,9.01
453,Najran,SA,2022-04-02 20:09:55,17.4924,44.1277,67.05,17,0,1.5
454,Liverpool,GB,2022-04-02 20:09:02,53.4106,-2.9779,43.61,68,40,9.22
455,Orikum,AL,2022-04-02 20:09:56,40.3253,19.4714,53.38,56,97,19.17
456,Chuy,UY,2022-04-02 20:09:56,-33.6971,-53.4616,69.3,50,5,10.85
457,Oranjemund,NA,2022-04-02 20:10:56,-28.55,16.4333,58.66,93,5,3.96
458,Kalmunai,LK,2022-04-02 20:10:57,7.4167,81.8167,78.4,83,73,7.72
459,Mandera,KE,2022-04-02 20:10:57,3.9366,41.867,90.57,28,92,11.52
460,Riyadh,SA,2022-04-02 20:06:47,24.6877,46.7219,77.14,12,81,3.6
461,San Isidro,PE,2022-04-02 20:10:58,-12.1167,-77.05,71.19,64,0,11.5
462,Pahrump,US,2022-04-02 20:10:58,36.2083,-115.9839,82.26,17,7,3.0
463,Davila,PH,2022-04-02 20:10:58,18.4726,120.5763,77.18,82,100,23.44
464,Rocha,UY,2022-04-02 20:08:31,-34.4833,-54.3333,69.71,52,5,12.15
465,Dalbandin,PK,2022-04-02 20:10:59,28.8947,64.4101,73.53,11,0,7.52
466,Killybegs,IE,2022-04-02 20:11:00,54.6333,-8.45,42.49,74,8,8.03
467,Lac Du Bonnet,CA,2022-04-02 20:11:00,50.2536,-96.0612,31.32,76,100,10.33
468,Sept-Iles,CA,2022-04-02 20:11:00,50.2001,-66.3821,39.06,65,89,13.0
469,Hays,US,2022-04-02 20:11:00,30.0502,-98.0336,88.38,24,0,3.0
470,Flin Flon,CA,2022-04-02 20:11:01,54.7682,-101.865,31.33,68,100,0.81
471,Ucluelet,CA,2022-04-02 20:11:01,48.9329,-125.5528,47.08,91,100,1.01
472,Adrar,MR,2022-04-02 20:10:58,20.5022,-10.0711,84.63,12,28,8.48
473,Ciudad Ojeda,VE,2022-04-02 20:11:02,10.1964,-71.3082,89.67,55,74,5.66
474,Belmonte,BR,2022-04-02 20:11:02,-15.8631,-38.8828,80.19,72,8,6.26
475,Xai-Xai,MZ,2022-04-02 20:11:03,-25.0519,33.6442,77.52,65,0,11.77
476,Hlotse,LS,2022-04-02 20:11:03,-28.8718,28.045,56.57,84,100,2.62
477,Jiangyou,CN,2022-04-02 20:11:03,31.7667,104.7167,53.73,84,48,1.36
478,Nuuk,GL,2022-04-02 20:11:04,64.1835,-51.7216,34.41,86,75,3.44
479,Benalla,AU,2022-04-02 20:11:04,-36.55,145.9833,53.35,87,99,6.15
480,Cayey,PR,2022-04-02 20:11:04,18.1119,-66.166,77.79,83,13,11.95
481,Podgornoye,RU,2022-04-02 20:11:05,51.735,39.1496,52.02,82,75,8.95
482,Bua Yai,TH,2022-04-02 20:11:05,15.5855,102.4259,61.52,80,100,10.96
483,Basco,PH,2022-04-02 20:11:05,20.4487,121.9702,74.46,81,100,31.99
484,Neuquen,AR,2022-04-02 20:11:06,-38.9516,-68.0591,83.32,19,29,25.3
485,Zhetysay,KZ,2022-04-02 20:11:06,40.7333,68.3,58.26,52,0,5.64
486,Khorixas,NA,2022-04-02 20:11:06,-20.3667,14.9667,75.78,39,75,7.23
487,Santa Marta,CO,2022-04-02 20:08:22,11.2408,-74.199,87.89,65,32,1.99
488,Pedernales,DO,2022-04-02 20:10:08,18.0384,-71.744,85.68,51,0,8.39
489,Los Llanos De Aridane,ES,2022-04-02 20:08:25,28.6585,-17.9182,60.55,93,40,9.22
490,Marquette,US,2022-04-02 20:09:40,46.5333,-87.6335,39.36,73,100,3.71
491,Dubbo,AU,2022-04-02 20:11:07,-32.25,148.6167,44.73,93,5,5.75
492,Lima,PE,2022-04-02 20:11:08,-12.0432,-77.0282,70.05,64,0,11.5
493,Barroquinha,BR,2022-04-02 20:11:08,-3.0189,-41.1361,77.38,90,99,4.38
494,Mitsamiouli,KM,2022-04-02 20:11:09,-11.3847,43.2844,81.32,76,3,5.5
495,Harqalah,TN,2022-04-02 20:11:09,36.0303,10.509,58.86,47,40,11.5
496,Tahta,EG,2022-04-02 20:11:09,26.7693,31.5021,84.96,5,97,8.01
497,Lorengau,PG,2022-04-02 20:11:10,-2.0226,147.2712,78.53,85,100,5.61
498,New Port Richey,US,2022-04-02 20:07:39,28.2442,-82.7193,69.21,85,100,13.13
499,Abu Dhabi,AE,2022-04-02 20:08:55,24.4667,54.3667,75.31,72,0,0.0
500,Vostok,RU,2022-04-02 20:11:10,46.4856,135.8833,19.54,86,14,6.73
501,Wenzhou,CN,2022-04-02 20:11:11,27.9994,120.6668,50.76,74,100,1.3
502,Ugoofaaru,MV,2022-04-02 20:11:11,5.6667,73.0,82.69,71,4,2.1
503,Nicoya,CR,2022-04-02 20:12:12,10.1483,-85.452,96.73,32,39,3.04
504,Talcahuano,CL,2022-04-02 20:12:12,-36.7167,-73.1167,62.28,88,100,11.5
505,Bogorodskoye,RU,2022-04-02 20:12:12,56.55,37.8833,29.7,97,100,13.67
506,Vanimo,PG,2022-04-02 20:12:13,-2.6741,141.3028,76.84,93,100,5.26
507,Anadyr,RU,2022-04-02 20:12:13,64.75,177.4833,16.3,86,40,0.0
508,Te Anau,NZ,2022-04-02 20:12:14,-45.4167,167.7167,47.43,82,42,1.03
509,Batagay,RU,2022-04-02 20:12:14,67.6333,134.6333,-4.86,98,100,1.34
510,Tsagan Aman,RU,2022-04-02 20:12:14,47.5639,46.7218,57.02,54,100,6.96
511,Manakara,MG,2022-04-02 20:12:15,-22.1333,48.0167,71.17,90,8,3.56
512,Pareora,NZ,2022-04-02 20:12:15,-44.4871,171.2132,56.17,97,38,3.47
513,Felanitx,ES,2022-04-02 20:12:15,39.4696,3.1483,51.01,48,0,6.69
514,Bonavista,CA,2022-04-02 20:12:16,48.6499,-53.1147,35.06,96,100,20.85
515,Richards Bay,ZA,2022-04-02 20:12:16,-28.783,32.0377,72.57,94,97,3.62
516,Marawi,PH,2022-04-02 20:12:16,7.9986,124.2928,68.65,96,100,1.72
517,Moree,AU,2022-04-02 20:12:17,-29.4667,149.85,62.13,53,89,6.15
518,Chiradzulu,MW,2022-04-02 20:12:17,-15.6746,35.1407,63.1,97,77,2.04
519,Davidson,US,2022-04-02 20:07:25,36.1501,-86.7833,62.4,40,75,9.22
520,Parsons,US,2022-04-02 20:12:18,37.3403,-95.2611,66.49,39,0,9.62
521,Ganzhou,CN,2022-04-02 20:12:18,28.8184,115.4327,52.14,80,0,2.51
522,Novyy Urengoy,RU,2022-04-02 20:12:19,66.0833,76.6333,2.14,99,72,6.98
523,Abu Kamal,SY,2022-04-02 20:12:19,34.4506,40.9171,74.82,18,0,10.78
524,Vila Franca Do Campo,PT,2022-04-02 20:12:19,37.7167,-25.4333,61.21,78,13,4.47
525,Demirci,TR,2022-04-02 20:12:20,39.0461,28.6589,46.71,55,0,6.98
526,Kendari,ID,2022-04-02 20:12:20,-3.945,122.4989,75.38,94,100,3.74
527,Gouyave,GD,2022-04-02 20:12:21,12.1646,-61.7296,83.17,61,20,19.57
528,Hyeres,FR,2022-04-02 20:12:21,43.1167,6.1167,45.73,48,0,5.75
529,Dakar,SN,2022-04-02 20:12:21,14.6937,-17.4441,72.48,83,24,15.52
530,Coxim,BR,2022-04-02 20:12:22,-18.5067,-54.76,82.69,69,88,3.65
531,Noumea,NC,2022-04-02 20:12:22,-22.2763,166.4572,82.0,99,78,10.87
532,Yurginskoye,RU,2022-04-02 20:12:22,56.8189,67.3921,29.21,98,100,8.68
533,La Rioja,ES,2022-04-02 20:12:23,42.25,-2.5,31.78,97,96,3.49
534,Nyrob,RU,2022-04-02 20:12:23,60.733,56.7202,17.74,88,100,4.92
535,Shu,KZ,2022-04-02 20:12:23,43.5983,73.7614,50.38,51,0,4.0
536,Chimbote,PE,2022-04-02 20:12:24,-9.0853,-78.5783,73.81,71,97,10.87
537,Beysehir,TR,2022-04-02 20:12:24,37.6773,31.7246,49.89,57,43,8.9
538,Shieli,KZ,2022-04-02 20:12:25,44.1667,66.75,58.23,29,3,5.75
539,Xiuyan,CN,2022-04-02 20:12:25,40.2928,123.2744,40.69,38,0,0.6
540,Sayat,TM,2022-04-02 20:12:25,38.7839,63.8803,66.29,22,0,8.1
541,Pangnirtung,CA,2022-04-02 20:12:26,66.1451,-65.7125,25.7,94,93,3.4
542,Mufumbwe,ZM,2022-04-02 20:12:26,-13.6833,24.8,63.37,96,14,4.47
543,Nchelenge,ZM,2022-04-02 20:08:28,-9.3451,28.734,71.08,87,76,4.0
544,Upington,ZA,2022-04-02 20:12:27,-28.4478,21.2561,74.25,38,0,3.83
545,Mombetsu,JP,2022-04-02 20:12:27,44.3525,143.3525,36.37,72,6,14.03
546,Kamiiso,JP,2022-04-02 20:12:28,41.8167,140.65,35.58,76,5,7.65
547,Libertador General San Martin,AR,2022-04-02 20:12:08,-23.8064,-64.7876,75.97,34,0,6.02
548,Bloomfield,US,2022-04-02 20:13:28,40.8068,-74.1854,56.12,34,0,6.91
549,Walvis Bay,NA,2022-04-02 20:13:28,-22.9575,14.5053,58.08,82,0,11.61
550,Rakamaz,HU,2022-04-02 20:13:29,48.1333,21.4667,33.96,72,100,8.72
551,Alice Springs,AU,2022-04-02 20:13:29,-23.7,133.8833,54.95,54,96,4.61
552,Llanes,ES,2022-04-02 20:13:29,43.4198,-4.7549,44.49,72,64,11.27
553,Kaspiysk,RU,2022-04-02 20:13:30,42.8816,47.6392,46.58,87,2,0.0
554,Pacific Grove,US,2022-04-02 20:13:30,36.6177,-121.9166,69.39,76,0,7.0
555,Palmer,US,2022-04-02 20:13:30,42.1584,-72.3287,53.49,27,40,11.5
556,Kondagaon,IN,2022-04-02 20:13:31,19.6,81.6667,76.69,35,5,2.8
557,Stabat,ID,2022-04-02 20:13:31,3.761,98.4513,75.4,96,100,3.87
558,Shumskiy,RU,2022-04-02 20:13:31,54.8318,99.1328,29.23,83,100,9.8
559,Kirakira,SB,2022-04-02 20:13:32,-10.4544,161.9205,77.38,89,100,4.74
560,Port Hueneme,US,2022-04-02 20:13:32,34.1478,-119.1951,66.06,78,100,8.05
561,La Peca,PE,2022-04-02 20:13:32,-5.6111,-78.435,78.98,65,88,3.89
562,Yelizovo,RU,2022-04-02 20:13:33,53.1873,158.3805,26.74,50,75,6.71
563,Elko,US,2022-04-02 20:11:51,41.0002,-115.5012,60.82,29,24,4.0
564,Ulladulla,AU,2022-04-02 20:13:33,-35.35,150.4667,57.78,83,37,10.02
565,Fare,PF,2022-04-02 20:13:33,-16.7,-151.0167,81.63,76,97,8.57
566,Velsk,RU,2022-04-02 20:13:34,61.0701,42.0983,17.01,95,100,4.56
567,Okhotsk,RU,2022-04-02 20:13:34,59.3833,143.3,1.85,87,49,8.95
568,Guntakal,IN,2022-04-02 20:13:35,15.1667,77.3833,85.24,29,17,8.43
569,Miraflores,MX,2022-04-02 20:13:35,19.2167,-98.8083,82.02,14,71,3.6
570,Haradok,BY,2022-04-02 20:13:35,55.4624,29.9816,35.71,75,100,14.83
571,Mezhova,UA,2022-04-02 20:13:36,48.2532,36.7347,53.42,74,100,19.62
572,Coswig,DE,2022-04-02 20:13:36,51.1333,13.5833,37.99,65,0,10.36
573,Tres Pontas,BR,2022-04-02 20:13:36,-21.3667,-45.5125,73.45,84,56,4.65
574,Namibe,AO,2022-04-02 20:13:37,-15.1961,12.1522,71.29,83,100,5.97
575,College,US,2022-04-02 20:13:37,64.8569,-147.8028,19.22,54,100,4.61
576,Ketchikan,US,2022-04-02 20:13:37,55.3422,-131.6461,40.98,99,100,9.84
577,Matara,LK,2022-04-02 20:13:38,5.9485,80.5353,76.23,89,22,2.73
578,Lufilufi,WS,2022-04-02 20:13:38,-13.8745,-171.5986,85.78,74,24,17.38
579,Khovu-Aksy,RU,2022-04-02 20:13:38,51.1333,93.6,25.74,76,100,3.67
580,Shakiso,ET,2022-04-02 20:13:39,5.75,38.9167,61.05,75,28,2.77
581,Tukrah,LY,2022-04-02 20:13:39,32.5341,20.5791,62.98,50,88,1.45
582,Coari,BR,2022-04-02 20:13:39,-4.085,-63.1414,72.82,99,100,3.33
583,Agadez,NE,2022-04-02 20:13:40,19.75,10.25,85.95,4,100,7.09
584,Birin,NP,2022-04-02 20:13:40,26.8865,88.0718,60.31,77,76,3.04
585,Doha,QA,2022-04-02 20:13:40,25.2867,51.5333,78.78,30,0,5.75
586,Manokwari,ID,2022-04-02 20:13:41,-0.8667,134.0833,78.84,81,100,5.26
